"SITE_ID","IGBP","GRP_LOCATION.LOCATION_LAT","GRP_LOCATION.LOCATION_LONG","GRP_LOCATION.LOCATION_ELEV","GRP_CLIM_AVG.MAT","GRP_CLIM_AVG.MAP","GRP_CLIM_AVG.CLIMATE_KOEPPEN","UTC_OFFSET","data_year_length","SC_source","NEE_source","NEE_availability","NEE_availability_after_filling","LE_availability","LE_availability_after_filling","H_availability","H_availability_after_filling","USTAR_availability","USTAR_availability_after_filling","NETRAD_availability","NETRAD_availability_after_filling","TA_availability","TA_availability_after_filling","VPD_availability","VPD_availability_after_filling","SWC_availability","SWC_availability_after_filling","SW_IN_availability","SW_IN_availability_after_filling","ECO_NAME","REALM","BIOME","ECO_NUM","NA_L3CODE","NA_L3NAME","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NEE_clust_group","LE_clust_group","H_clust_group","USTAR_clust_group","NETRAD_clust_group","TA_clust_group","VPD_clust_group","SWC_clust_group"
"US-xJR","OSH",32.5907,-106.8425,1329,15.7,271.33,"Bsk",-7,4,NA,"NEE",0.15742932937787,1,0.328365233762159,1,0.600721681832444,1,0.783310037938215,1,0.580440425592606,1,0.825669623755598,1,0.515203810936475,1,0.437458995350429,1,0.825441423966683,1,"Chihuahuan desert","NA",13,3,"10.2.4","Chihuahuan Desert","10.2","WARM DESERTS","10","NORTH AMERICAN DESERTS",4,3,8,1,7,6,28,5
"US-xKA","GRA",39.1104,-96.6129,1329,12.7,850.63,"Cfa",-6,4,NA,"NEE",0.0887386616464145,0.755208333333333,0.264761252781106,1,0.542543784585544,1,0.7692965942153,1,0.758400365109248,1,0.709438644531919,1,0.623666495521707,1,0.401149523646529,1,0.813822807918307,1,"Flint Hills tall grasslands","NA",8,7,"9.4.4","Flint Hills","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",NA,4,1,1,4,4,5,6
"US-xKZ","GRA",39.1008,-96.5631,381,12.4,870.38,"Cfa",-6,4,NA,"NEE",0.117990187688973,0.699652777777778,0.244052712647613,1,0.54814878201837,1,0.748374122882081,1,0.801086770494609,1,0.836970163728678,1,0.768269724456615,1,0.454118888698728,1,0.833319071253352,1,"Flint Hills tall grasslands","NA",8,7,"9.4.4","Flint Hills","9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",NA,4,1,1,4,4,5,6
"US-xMB","OSH",38.2483,-109.3883,1767,10.1,319.46,"Bsk",-7,4,NA,"NEE",0.0386513392475112,0.291666666666667,0.128262543857147,1,0.168853581310437,1,0.393273811221725,1,0.56662007587643,1,0.832829392132812,1,0.790997518327296,1,0.413854579684514,1,0.832772342185583,1,"Colorado Plateau shrublands","NA",13,4,"10.1.6","Colorado Plateaus","10.1","COLD DESERTS","10","NORTH AMERICAN DESERTS",NA,3,3,1,4,4,15,5
"US-xML","DBF",37.3783,-80.5248,1126,8.8,1227.82,"Dfb",-5,4,NA,"NEE",0.0619099232721983,0.453125,0.155523546022419,1,0.373812715707807,1,0.561496334749993,1,0.771185715508143,1,0.804572292421347,1,0.434952508628312,1,0.398841952137825,1,0.82690607262044,1,"Appalachian-Blue Ridge forests","NA",4,3,"8.4.1","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS",NA,3,4,9,4,4,4,1
"US-xNG","GRA",46.7697,-100.9154,578,5.9,456.51,"Dfb",-6,4,NA,"NEE",0.140210508300531,1,0.322151862627646,1,0.599050145473216,1,0.749315420160876,1,0.729861943065777,1,0.784842261395402,1,0.715286097324434,1,0.352415996348908,1,0.785255861714872,1,"Northern short grasslands","NA",8,11,"9.3.3","Northwestern Great Plains","9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",4,3,2,1,3,5,4,4
"US-xRM","ENF",40.2759,-105.5459,2743,2.9,730.59,"Dfc",-7,4,NA,"NEE",0.163804660980689,1,0.430456114328094,1,0.64938528681861,1,0.873862566677126,1,0.667085032946344,1,0.883561057706022,1,0.500114099894458,1,0.254157514904299,0.75,0.90857745956585,1,"Colorado Rockies forests","NA",5,11,"6.2.14","Southern Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",4,3,21,4,6,4,13,NA
"US-xRN","DBF",35.9641,-84.2826,334,14.4,1340.32,"Cfa",-5,4,NA,"NEE",0.0266693288456602,0.234375,0.134088251233635,1,0.486194700362246,1,0.756767163923671,1,0.845560341139222,1,0.892210274109358,1,0.736230354545195,1,0.452266179868222,1,0.940871102997804,1,"Appalachian-Blue Ridge forests","NA",4,3,"8.4.1","Ridge and Valley","8.4","OZARK/OUACHITA-APPALACHIAN FORESTS","8","EASTERN TEMPERATE FORESTS",NA,6,4,2,4,6,5,4
"US-xSE","DBF",38.8901,-76.56,15,13.6,1074.65,"Cfa",-5,4,NA,"NEE",0.0429133745971077,0.432291666666667,0.232322656094013,1,0.425739467754357,1,0.777075786531276,1,0.818990844005819,1,0.928349353946205,1,0.787130266122822,1,0.394492141818078,1,0.928163952194871,1,"Southeastern mixed forests","NA",4,13,"8.3.5","Southeastern Plains","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",NA,4,1,4,4,6,13,6
"US-xSJ","SAV",37.1088,-119.7323,368,16.4,539.62,"Csa",-8,3,NA,"NEE",0.0339595375722543,0.319444444444444,0.193470489808336,1,0.332198813507758,1,0.673125190142988,1,0.528160176452692,1,0.726745512625494,1,0.704650897474901,1,0.557879525403103,1,0.726878612716763,1,"California interior chaparral and woodlands","NA",12,2,"11.1.1","California Coastal Sage, Chaparral, and Oak Woodlands","11.1","MEDITERRANEAN CALIFORNIA","11","MEDITERRANEAN CALIFORNIA",NA,3,12,1,6,6,29,5
"US-xSP","ENF",37.0334,-119.2622,1160,13.4,900.35,"Csa",-8,4,NA,"NEE",0.0994694203560018,0.675347222222222,0.282776129621178,1,0.396708124144226,1,0.721488475581926,1,0.544143655864902,1,0.782647763578275,1,0.623987334550434,1,0.103277612962118,0.541666666666667,0.777969534459151,1,"Sierra Nevada forests","NA",5,27,"6.2.12","Sierra Nevada","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,3,3,1,6,6,13,NA
"US-xSR","OSH",31.9107,-110.8355,983,19.3,346,"Bsk",-7,4,NA,"NEE",0.112730695724106,0.791666666666667,0.327409647146076,1,0.529922697321505,1,0.743260974983598,1,0.544299284023162,1,0.815871295319052,1,0.779173916764127,1,0.413027355449696,1,0.81618507002881,1,"Sonoran desert","NA",13,10,"10.2.2","Sonoran Desert","10.2","WARM DESERTS","10","NORTH AMERICAN DESERTS",NA,3,8,1,7,6,30,11
"US-xST","DBF",45.5089,-89.5864,481,4.8,797.56,"Dfb",-6,4,NA,"NEE",0.114766957613098,0.777777777777778,0.323763477665583,1,0.639012493582064,1,0.752852415996349,1,0.558360431285299,1,0.813209538479092,1,0.78596896571396,1,0.390025101260768,1,0.812025785840607,1,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",NA,3,3,4,3,5,4,6
"US-xTA","ENF",32.9505,-87.3933,135,17.2,1382.68,"Cfa",-6,4,NA,"NEE",0.0648211535170289,0.581597222222222,0.274017342689258,1,0.457014090935022,1,0.603457128187575,1,0.772305893091448,1,0.815491471276171,1,0.705188544697359,1,0.395316332933995,1,0.815947857835587,1,"Southeastern mixed forests","NA",4,13,"8.3.5","Southeastern Plains","8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS",NA,6,1,2,2,6,17,4
"US-xTE","ENF",37.0058,-119.006,2147,8,1222.5,"Csa",-8,3,NA,"NEE",0.0218474292668086,0.0833333333333333,0.154282020079099,1,0.346535594767265,1,0.69421204745969,1,0.501026772132644,1,0.758974749011256,1,0.690447216306663,1,0.402912990568908,1,0.758822634621235,1,"Sierra Nevada forests","NA",5,27,"6.2.12","Sierra Nevada","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,4,12,2,12,4,13,4
"US-xTL","WET",68.6611,-149.3705,843,-4,331,"ET",-9,3,NA,"NEE",0.0301652531258197,0.217013888888889,0.213575821165224,1,0.364416659380374,1,0.615006849115444,1,0.747573664422488,1,0.785710122118271,1,0.356095712745184,1,0.000393459823380257,0,0.790810527236163,1,"Brooks-British Range tundra","NA",11,8,"2.3.1","Brooks Range/Richardson Mountains","2.3","BROOKS RANGE TUNDRA","2","TUNDRA",NA,3,2,3,5,10,11,NA
"US-xTR","DBF",45.4937,-89.5857,472,4.8,797.56,"Dfb",-6,4,NA,"NEE",0.173598037537795,1,0.400008557247989,1,0.631196873752068,1,0.730575047064864,1,0.798961720577329,1,0.849549318272577,1,0.805864567288493,1,0.482956814421815,1,0.849791773632267,1,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",6,3,3,4,3,5,4,4
"US-xUK","DBF",39.0404,-95.1921,335,12.7,990.63,"Cfa",-6,4,NA,"NEE",0.0578612584859376,0.359375,0.260011980147185,1,0.411147241713732,1,0.687532089679959,1,0.740872268811683,1,0.833861030292658,1,0.744551885446974,1,0.301871184893605,1,0.835715100690285,1,"Central forest-grasslands transition","NA",8,4,"9.2.4","Central Irregular Plains","9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS",NA,4,1,4,4,4,5,1
"US-xUN","MF",46.2339,-89.5373,518,4.3,802.3,"Dfb",-6,4,NA,"NEE",0.168292543784586,1,0.44105482343545,1,0.610901933938045,1,0.797378629699355,1,0.918435164584403,1,0.963232357807063,1,0.861144389297735,1,0.360374236978721,1,0.963004164527355,1,"Western Great Lakes forests","NA",4,16,"5.2.1","Northern Lakes and Forests","5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS",6,3,3,4,3,5,4,6
"US-xWD","GRA",47.1282,-99.2414,579,4.9,493.76,"Dfb",-6,4,NA,"NEE",0.158808260596725,1,0.272876376290718,1,0.597481316675224,1,0.728307376347767,1,0.802527240572765,1,0.827856694620343,1,0.734411546579953,1,0.213503337326716,0.717013888888889,0.828127674139997,1,"Northern short grasslands","NA",8,11,"9.3.1","Northwestern Glaciated Plains","9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS",4,3,2,1,3,5,4,NA
"US-xWR","ENF",45.8205,-121.9519,407,9.2,2225.01,"Csb",-8,3,NA,"NEE",0.000703529053848494,0,0.23235473075753,1,0.414473684210526,1,0.620265439610587,1,0.695238819592333,1,0.82714101003955,1,0.744181624581685,1,0.221839823547308,0.791666666666667,0.82714101003955,1,"Central and Southern Cascades forests","NA",5,8,"6.2.7","Cascades","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,3,3,2,3,4,4,NA
"US-xYE","ENF",44.9535,-110.5391,2116,3.4,493.44,"Dfc",-7,2,NA,"NEE",0.0565980283941689,0.302083333333333,0.192117382864538,1,0.415521638183687,1,0.695790355117421,1,0.618886309138659,1,0.717504662581357,1,0.69386822974156,1,0.181421992159251,0.673611111111111,0.717752064857458,1,"South Central Rockies forests","NA",5,28,"6.2.10","Middle Rockies","6.2","WESTERN CORDILLERA","6","NORTHWESTERN FORESTED MOUNTAINS",NA,3,3,2,3,5,4,NA
